distance,mean_norm_contact
0,0.0593013965790003
40000,0.0376238396963968
80000,0.0183029995099924
120000,0.0136543992949129
160000,0.0111616806543028
2e+05,0.00949195540017205
240000,0.00825710476292227
280000,0.00730941309348677
320000,0.00653026820968442
360000,0.00588318139172668
4e+05,0.00534942047382214
440000,0.0048851923786181
480000,0.00448767605774899
520000,0.00414571369154121
560000,0.00384542100484633
6e+05,0.00358215177216844
640000,0.00334411286569145
680000,0.00312992995304834
720000,0.00294331184846437
760000,0.00276908032245992
8e+05,0.00261596930992684
840000,0.00247283396506046
880000,0.00234443704796851
920000,0.0022257601408062
960000,0.0021157793507998
1e+06,0.0020134755920508
1040000,0.00192322609142601
1080000,0.00183348601266552
1120000,0.00175042447393321
1160000,0.00168069601451479
1200000,0.00161468099211672
1240000,0.00154753664511566
1280000,0.00148775411471491
1320000,0.00142884810684378
1360000,0.00137724937179541
1400000,0.00132994355066396
1440000,0.00128242472255555
1480000,0.00123676329624664
1520000,0.00119706959474807
1560000,0.00115654001983849
1600000,0.00112382143611361
1640000,0.00108694119534822
1680000,0.0010515900190835
1720000,0.00102249434557941
1760000,0.000994335810546196
1800000,0.000965644263004344
1840000,0.000942253745600481
1880000,0.000916094975538657
1920000,0.000897246740342276
1960000,0.00087062198833319
2e+06,0.000849735746094726
2040000,0.000828779967681655
2080000,0.000810683628516141
2120000,0.000788965667694113
2160000,0.000773144858856231
2200000,0.000754498509690257
2240000,0.000739289550981508
2280000,0.000722490314455043
2320000,0.000710609269260075
2360000,0.000695895543533916
2400000,0.000682052830478716
2440000,0.000666834354531723
2480000,0.000656152788661379
2520000,0.000645124215537532
2560000,0.000636015971256784
2600000,0.0006222080578249
2640000,0.000613251160865323
2680000,0.000604134887571031
2720000,0.000593461626758766
2760000,0.000583859730592667
2800000,0.000575282025904621
2840000,0.000565523222399383
2880000,0.000559362758694682
2920000,0.000548923609608456
2960000,0.000542391656679263
3e+06,0.000533532919168303
3040000,0.000528255798528604
3080000,0.000523091828234678
3120000,0.000514773368161891
3160000,0.00050764203047788
3200000,0.00050159584154097
3240000,0.000495278768490675
3280000,0.000488341124115659
3320000,0.000482817685788355
3360000,0.000476979488758958
3400000,0.000471906847282867
3440000,0.000467130380050067
3480000,0.000462670087458306
3520000,0.000458069136274322
3560000,0.000451202787616219
3600000,0.000446738647718974
3640000,0.000442169193927376
3680000,0.000437077163640162
3720000,0.000432995186698947
3760000,0.000428885930165883
3800000,0.00042657554025941
3840000,0.000419398889787733
3880000,0.000416692570083824
3920000,0.000414436307710499
3960000,0.000409076893244599
4e+06,0.000406023380477605
4040000,0.000401686855183197
4080000,0.000398931074720673
4120000,0.000395003150770147
4160000,0.0003944254432142
4200000,0.000390507794170217
4240000,0.000384933173818899
4280000,0.000382381291606521
4320000,0.000381059554939815
4360000,0.000378743073652749
4400000,0.000375924528360458
4440000,0.000373029976194322
4480000,0.000369551137104836
4520000,0.000366777194648309
4560000,0.000364993300077531
4600000,0.000360595175773065
4640000,0.000359793509616026
4680000,0.000355234112581252
4720000,0.000352905774450728
4760000,0.000349249129881771
4800000,0.000348943992026023
4840000,0.000346878568024159
4880000,0.000343242713640588
4920000,0.000342318244297126
4960000,0.000339913265781565
5e+06,0.000338452546361573
5040000,0.000335537559389982
5080000,0.000334124055412693
5120000,0.000332008079393577
5160000,0.000330461112103839
5200000,0.000327398214502508
5240000,0.000326215250644587
5280000,0.000324470844425636
5320000,0.000322012520827606
5360000,0.000320971506450425
5400000,0.000319857219102183
5440000,0.000317195536826594
5480000,0.000315763779124749
5520000,0.000314444083424344
5560000,0.000312244874819607
5600000,0.000312110028004213
5640000,0.000309588690356693
5680000,0.000308491717204032
5720000,0.000307709577120926
5760000,0.000305710677439972
5800000,0.000303926238705262
5840000,0.000303307943068696
5880000,0.000302702573031767
5920000,0.000301364572910027
5960000,0.000299108318722436
6e+06,0.00029841141535446
6040000,0.000298241858203189
6080000,0.000296045547195408
6120000,0.000295610344229889
6160000,0.000292865820797412
6200000,0.000292998717351617
6240000,0.000289752526953058
6280000,0.000288874269420862
6320000,0.000286751331948145
6360000,0.000287621245392409
6400000,0.000285900552111122
6440000,0.000284098429147852
6480000,0.000284090865774621
6520000,0.000282801911958761
6560000,0.000281469991557458
6600000,0.000279730938391115
6640000,0.000279495654717465
6680000,0.000278731214406019
6720000,0.0002790262203697
6760000,0.000276609118940006
6800000,0.000276097982483587
6840000,0.000275300759564051
6880000,0.000273618164306366
6920000,0.000274434704426842
6960000,0.000272246442765024
7e+06,0.000271976810845234
7040000,0.00027127982084247
7080000,0.00027059188148583
7120000,0.000269011519923133
7160000,0.000269863375381913
7200000,0.00026905169210349
7240000,0.000267878115577781
7280000,0.000266606903660662
7320000,0.000265841975399518
7360000,0.000264637320865498
7400000,0.000263617612401804
7440000,0.000263437578566356
7480000,0.000263104940973791
7520000,0.000262275731117466
7560000,0.000262158372806602
7600000,0.00025968172240165
7640000,0.000261093613720726
7680000,0.000260304421319781
7720000,0.000260194833922241
7760000,0.000258703271187943
7800000,0.000258766356696773
7840000,0.000258321531275398
7880000,0.000257396803267024
7920000,0.000257376832080278
7960000,0.000255984094892309
8e+06,0.000255066413120944
8040000,0.000255362731274888
8080000,0.000254992440187922
8120000,0.00025383170002308
8160000,0.000251529190865432
8200000,0.000251825965042174
8240000,0.000251393412814614
8280000,0.000251799418748918
8320000,0.000250709911557686
8360000,0.000249588440745229
8400000,0.000250244784392236
8440000,0.00025089264455562
8480000,0.000249196517287753
8520000,0.000247363186101737
8560000,0.000247448646215767
8600000,0.000246417012688406
8640000,0.000246817210820819
8680000,0.000245879597166269
8720000,0.000246472925359114
8760000,0.000244780607867888
8800000,0.000245247069979556
8840000,0.000243699755178831
8880000,0.000241941946134831
8920000,0.000242209175638211
8960000,0.000241853299762776
9e+06,0.000242812397316361
9040000,0.00024114735041498
9080000,0.000239734031852972
9120000,0.000241335221446305
9160000,0.000240533831297791
9200000,0.000238100484551336
9240000,0.000240196520694245
9280000,0.000238744474173953
9320000,0.000238408653453253
9360000,0.00023855405632514
9400000,0.000237091705039914
9440000,0.00023648011465048
9480000,0.000236407144747224
9520000,0.000235216500513602
9560000,0.000236315974147049
9600000,0.000236853750671369
9640000,0.00023491722597142
9680000,0.000235884215724014
9720000,0.000234100704555398
9760000,0.000234352253418361
9800000,0.000232679193959742
9840000,0.000233708243388446
9880000,0.000233681033088392
9920000,0.000232888084879263
9960000,0.00023293963324198
1e+07,0.00023219468510196
10040000,0.000232454273149825
10080000,0.000231395032322636
10120000,0.00023142749039494
10160000,0.000230844392913154
10200000,0.000230225631017347
10240000,0.000231061447478537
10280000,0.000229447183713238
10320000,0.000230003669002538
